UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
100654,1,5020,2268,2752
100654,2,4051,1969,2082
100654,3,4051,1969,2082
100654,4,1103,541,562
100654,5,2948,1428,1520
100654,12,969,299,670
100654,19,166,77,89
100654,20,2782,1351,1431
100654,21,4439,2013,2426
100654,22,3799,1836,1963
100654,23,3799,1836,1963
100654,24,1088,532,556
100654,25,2711,1304,1407
100654,32,640,177,463
100654,39,152,72,80
100654,40,2559,1232,1327
100654,41,581,255,326
100654,42,252,133,119
100654,43,252,133,119
100654,44,15,9,6
100654,45,237,124,113
100654,52,329,122,207
100654,59,14,5,9
100654,60,223,119,104
100663,1,18568,7309,11259
100663,2,11502,4780,6722
100663,3,11200,4631,6569
100663,4,1773,717,1056
100663,5,9427,3914,5513
100663,11,302,149,153
100663,12,7066,2529,4537
100663,19,1397,550,847
100663,20,8030,3364,4666
100663,21,11961,5042,6919
100663,22,8357,3501,4856
100663,23,8312,3470,4842
100663,24,1732,697,1035
100663,25,6580,2773,3807
100663,31,45,31,14
100663,32,3604,1541,2063
100663,39,887,375,512
100663,40,5693,2398,3295
100663,41,6607,2267,4340
100663,42,3145,1279,1866
100663,43,2888,1161,1727
100663,44,41,20,21
100663,45,2847,1141,1706
100663,51,257,118,139
100663,52,3462,988,2474
100663,59,510,175,335
100663,60,2337,966,1371
100690,1,631,264,367
100690,2,322,126,196
100690,3,322,126,196
100690,4,7,2,5
100690,5,315,124,191
100690,12,309,138,171
100690,20,315,124,191
100690,21,323,133,190
100690,22,202,74,128
100690,23,202,74,128
100690,24,3,0,3
100690,25,199,74,125
100690,32,121,59,62
100690,40,199,74,125
100690,41,308,131,177
100690,42,120,52,68
100690,43,120,52,68
100690,44,4,2,2
100690,45,116,50,66
100690,52,188,79,109
100690,60,116,50,66
100706,1,7376,4136,3240
100706,2,5696,3177,2519
100706,3,5525,3083,2442
100706,4,651,396,255
100706,5,4874,2687,2187
100706,11,171,94,77
100706,12,1680,959,721
100706,19,705,380,325
100706,20,4169,2307,1862
100706,21,4802,2653,2149
100706,22,4237,2331,1906
100706,23,4202,2311,1891
100706,24,638,387,251
100706,25,3564,1924,1640
100706,31,35,20,15
100706,32,565,322,243
100706,39,546,285,261
100706,40,3018,1639,1379
100706,41,2574,1483,1091
100706,42,1459,846,613
100706,43,1323,772,551
100706,44,13,9,4
100706,45,1310,763,547
100706,51,136,74,62
100706,52,1115,637,478
100706,59,159,95,64
100706,60,1151,668,483
100724,1,6075,2399,3676
100724,2,5356,2188,3168
100724,3,5354,2187,3167
100724,4,1545,628,917
100724,5,3809,1559,2250
100724,11,2,1,1
100724,12,719,211,508
100724,19,223,95,128
100724,20,3586,1464,2122
100724,21,5182,2080,3102
100724,22,4872,1975,2897
100724,23,4871,1974,2897
100724,24,1520,621,899
100724,25,3351,1353,1998
100724,31,1,1,0
100724,32,310,105,205
100724,39,198,86,112
100724,40,3153,1267,1886
100724,41,893,319,574
100724,42,484,213,271
100724,43,483,213,270
100724,44,25,7,18
100724,45,458,206,252
100724,51,1,0,1
100724,52,409,106,303
100724,59,25,9,16
100724,60,433,197,236
100751,1,34752,15763,18989
100751,2,29440,13556,15884
100751,3,28692,13214,15478
100751,4,6454,2830,3624
100751,5,22238,10384,11854
100751,11,748,342,406
100751,12,5312,2207,3105
100751,19,1474,702,772
100751,20,20764,9682,11082
100751,21,29498,13662,15836
100751,22,26548,12353,14195
100751,23,26247,12160,14087
100751,24,6428,2820,3608
100751,25,19819,9340,10479
100751,31,301,193,108
100751,32,2950,1309,1641
100751,39,1144,586,558
100751,40,18675,8754,9921
100751,41,5254,2101,3153
100751,42,2892,1203,1689
100751,43,2445,1054,1391
100751,44,26,10,16
100751,45,2419,1044,1375
100751,51,447,149,298
100751,52,2362,898,1464
100751,59,330,116,214
100751,60,2089,928,1161
100760,1,1906,738,1168
100760,2,1906,738,1168
100760,3,1779,656,1123
100760,4,561,258,303
100760,5,1218,398,820
100760,11,127,82,45
100760,19,90,32,58
100760,20,1128,366,762
100760,21,953,421,532
100760,22,953,421,532
100760,23,950,419,531
100760,24,470,216,254
100760,25,480,203,277
100760,31,3,2,1
100760,39,45,24,21
100760,40,435,179,256
100760,41,953,317,636
100760,42,953,317,636
100760,43,829,237,592
100760,44,91,42,49
100760,45,738,195,543
100760,51,124,80,44
100760,59,45,8,37
100760,60,693,187,506
100812,1,3170,1107,2063
100812,2,3170,1107,2063
100812,3,2999,1049,1950
100812,5,2999,1049,1950
100812,11,171,58,113
100812,19,738,259,479
100812,20,2261,790,1471
100812,21,1350,419,931
100812,22,1350,419,931
100812,23,1349,419,930
100812,25,1349,419,930
100812,31,1,0,1
100812,39,421,143,278
100812,40,928,276,652
100812,41,1820,688,1132
100812,42,1820,688,1132
100812,43,1650,630,1020
100812,45,1650,630,1020
100812,51,170,58,112
100812,59,317,116,201
100812,60,1333,514,819
100830,1,5084,1884,3200
100830,2,4322,1645,2677
100830,3,4322,1645,2677
100830,4,671,264,407
100830,5,3651,1381,2270
100830,12,762,239,523
100830,19,434,156,278
100830,20,3217,1225,1992
100830,21,3223,1220,2003
100830,22,2999,1138,1861
100830,23,2999,1138,1861
100830,24,589,229,360
100830,25,2410,909,1501
100830,32,224,82,142
100830,39,315,121,194
100830,40,2095,788,1307
100830,41,1861,664,1197
100830,42,1323,507,816
100830,43,1323,507,816
100830,44,82,35,47
100830,45,1241,472,769
100830,52,538,157,381
100830,59,119,35,84
100830,60,1122,437,685
100858,1,24864,12628,12236
100858,2,19799,10108,9691
100858,3,19761,10091,9670
100858,4,3726,1791,1935
100858,5,16035,8300,7735
100858,11,38,17,21
100858,12,5065,2520,2545
100858,19,1052,610,442
100858,20,14983,7690,7293
100858,21,21093,10379,10714
100858,22,18011,8973,9038
100858,23,17978,8956,9022
100858,24,3696,1780,1916
100858,25,14282,7176,7106
100858,31,33,17,16
100858,32,3082,1406,1676
100858,39,942,549,393
100858,40,13340,6627,6713
100858,41,3771,2249,1522
100858,42,1788,1135,653
100858,43,1783,1135,648
100858,44,30,11,19
100858,45,1753,1124,629
100858,51,5,0,5
100858,52,1983,1114,869
100858,59,110,61,49
100858,60,1643,1063,580
100937,1,1188,643,545
100937,2,1188,643,545
100937,3,1181,641,540
100937,4,356,202,154
100937,5,825,439,386
100937,11,7,2,5
100937,19,27,8,19
100937,20,798,431,367
100937,21,1167,632,535
100937,22,1167,632,535
100937,23,1167,632,535
100937,24,356,202,154
100937,25,811,430,381
100937,39,27,8,19
100937,40,784,422,362
100937,41,21,11,10
100937,42,21,11,10
100937,43,14,9,5
100937,45,14,9,5
100937,51,7,2,5
100937,60,14,9,5
101028,1,1837,680,1157
101028,2,1837,680,1157
101028,3,1769,653,1116
101028,4,421,185,236
101028,5,1348,468,880
101028,11,68,27,41
101028,19,328,118,210
101028,20,1020,350,670
101028,21,1053,419,634
101028,22,1053,419,634
101028,23,1051,418,633
101028,24,333,141,192
101028,25,718,277,441
101028,31,2,1,1
101028,39,167,75,92
101028,40,551,202,349
101028,41,784,261,523
101028,42,784,261,523
101028,43,718,235,483
101028,44,88,44,44
101028,45,630,191,439
101028,51,66,26,40
101028,59,161,43,118
101028,60,469,148,321
101073,1,600,349,251
101073,2,600,349,251
101073,3,523,305,218
101073,4,149,105,44
101073,5,374,200,174
101073,11,77,44,33
101073,19,42,39,3
101073,20,332,161,171
101073,21,543,338,205
101073,22,543,338,205
101073,23,490,299,191
101073,24,147,105,42
101073,25,343,194,149
101073,31,53,39,14
101073,39,39,39,0
101073,40,304,155,149
101073,41,57,11,46
101073,42,57,11,46
101073,43,33,6,27
101073,44,2,0,2
101073,45,31,6,25
101073,51,24,5,19
101073,59,3,0,3
101073,60,28,6,22
101116,1,682,177,505
101116,2,599,160,439
101116,3,599,160,439
101116,4,43,11,32
101116,5,556,149,407
101116,12,83,17,66
101116,19,144,42,102
101116,20,412,107,305
101116,21,313,92,221
101116,22,311,92,219
101116,23,311,92,219
101116,24,27,7,20
101116,25,284,85,199
101116,32,2,0,2
101116,39,63,20,43
101116,40,221,65,156
101116,41,369,85,284
101116,42,288,68,220
101116,43,288,68,220
101116,44,16,4,12
101116,45,272,64,208
101116,52,81,17,64
101116,59,81,22,59
101116,60,191,42,149
101143,1,2333,1336,997
101143,2,2333,1336,997
101143,3,1984,1111,873
101143,4,414,234,180
101143,5,1570,877,693
101143,11,349,225,124
101143,19,329,172,157
101143,20,1241,705,536
101143,21,1318,771,547
101143,22,1318,771,547
111434,11,1403,589,814
111434,19,846,331,515
111434,20,3688,1253,2435
111434,21,1202,508,694
111434,22,1202,508,694
111434,23,1147,486,661
111434,24,279,134,145
111434,25,868,352,516
111434,31,55,22,33
111434,39,89,39,50
111434,40,779,313,466
111434,41,5418,1961,3457
111434,42,5418,1961,3457
111434,43,4070,1394,2676
111434,44,404,162,242
111434,45,3666,1232,2434
111434,51,1348,567,781
111434,59,757,292,465
111434,60,2909,940,1969
111461,1,18508,9658,8850
111461,2,18508,9658,8850
111461,3,16784,8735,8049
111461,4,3092,1605,1487
111461,5,13692,7130,6562
111461,11,1724,923,801
111461,19,1388,695,693
111461,20,12304,6435,5869
111461,21,6446,3332,3114
111461,22,6446,3332,3114
111461,23,6329,3266,3063
111461,24,1611,825,786
111461,25,4718,2441,2277
111461,31,117,66,51
111461,39,448,229,219
111461,40,4270,2212,2058
111461,41,12062,6326,5736
111461,42,12062,6326,5736
111461,43,10455,5469,4986
111461,44,1481,780,701
111461,45,8974,4689,4285
111461,51,1607,857,750
111461,59,940,466,474
111461,60,8034,4223,3811
111513,1,167,4,163
111513,2,167,4,163
111513,3,167,4,163
111513,4,79,1,78
111513,5,88,3,85
111513,20,88,3,85
111513,21,74,2,72
111513,22,74,2,72
111513,23,74,2,72
111513,24,44,1,43
111513,25,30,1,29
111513,40,30,1,29
111513,41,93,2,91
111513,42,93,2,91
111513,43,93,2,91
111513,44,35,0,35
111513,45,58,2,56
111513,60,58,2,56
111638,1,606,128,478
111638,2,606,128,478
111638,3,606,128,478
111638,4,46,7,39
111638,5,560,121,439
111638,19,79,18,61
111638,20,481,103,378
111638,21,606,128,478
111638,22,606,128,478
111638,23,606,128,478
111638,24,46,7,39
111638,25,560,121,439
111638,39,79,18,61
111638,40,481,103,378
111708,1,267,224,43
111708,2,267,224,43
111708,3,267,224,43
111708,4,73,59,14
111708,5,194,165,29
111708,20,194,165,29
111708,21,158,123,35
111708,22,158,123,35
111708,23,158,123,35
111708,24,41,29,12
111708,25,117,94,23
111708,40,117,94,23
111708,41,109,101,8
111708,42,109,101,8
111708,43,109,101,8
111708,44,32,30,2
111708,45,77,71,6
111708,60,77,71,6
111717,1,345,173,172
111717,2,345,173,172
111717,3,345,173,172
111717,4,103,45,58
111717,5,242,128,114
111717,20,242,128,114
111717,21,324,172,152
111717,22,324,172,152
111717,23,324,172,152
111717,24,103,45,58
111717,25,221,127,94
111717,40,221,127,94
111717,41,21,1,20
111717,42,21,1,20
111717,43,21,1,20
111717,45,21,1,20
111717,60,21,1,20
111726,1,234,151,83
111726,2,234,151,83
111726,3,234,151,83
111726,4,83,53,30
111726,5,151,98,53
111726,20,151,98,53
111726,21,234,151,83
111726,22,234,151,83
111726,23,234,151,83
111726,24,83,53,30
111726,25,151,98,53
111726,40,151,98,53
111744,1,103,100,3
111744,2,103,100,3
111744,3,103,100,3
111744,4,28,25,3
111744,5,75,75,0
111744,20,75,75,0
111744,21,103,100,3
111744,22,103,100,3
111744,23,103,100,3
111744,24,28,25,3
111744,25,75,75,0
111744,40,75,75,0
111762,1,88,45,43
111762,2,88,45,43
111762,3,88,45,43
111762,4,30,14,16
111762,5,58,31,27
111762,20,58,31,27
111762,21,88,45,43
111762,22,88,45,43
111762,23,88,45,43
111762,24,30,14,16
111762,25,58,31,27
111762,40,58,31,27
111771,1,104,67,37
111771,2,104,67,37
111771,3,104,67,37
111771,4,32,16,16
111771,5,72,51,21
111771,20,72,51,21
111771,21,104,67,37
111771,22,104,67,37
111771,23,104,67,37
111771,24,32,16,16
111771,25,72,51,21
111771,40,72,51,21
111799,1,65,18,47
111799,2,65,18,47
111799,3,65,18,47
111799,4,28,10,18
111799,5,37,8,29
111799,20,37,8,29
111799,21,65,18,47
111799,22,65,18,47
111799,23,65,18,47
111799,24,28,10,18
111799,25,37,8,29
111799,40,37,8,29
111887,1,21404,9717,11687
111887,2,21404,9717,11687
111887,3,20011,9127,10884
111887,4,3497,1768,1729
111887,5,16514,7359,9155
111887,11,1393,590,803
111887,19,1679,796,883
111887,20,14835,6563,8272
111887,21,6958,3298,3660
111887,22,6958,3298,3660
111887,23,6844,3246,3598
111887,24,1435,716,719
111887,25,5409,2530,2879
111887,31,114,52,62
111887,39,471,235,236
111887,40,4938,2295,2643
111887,41,14446,6419,8027
111887,42,14446,6419,8027
111887,43,13167,5881,7286
111887,44,2062,1052,1010
111887,45,11105,4829,6276
111887,51,1279,538,741
111887,59,1208,561,647
111887,60,9897,4268,5629
111896,1,4523,1631,2892
111896,2,4523,1631,2892
111896,3,4029,1461,2568
111896,4,594,272,322
111896,5,3435,1189,2246
111896,11,494,170,324
111896,19,815,262,553
111896,20,2620,927,1693
111896,21,944,396,548
111896,22,944,396,548
111896,23,933,390,543
111896,24,225,113,112
111896,25,708,277,431
111896,31,11,6,5
111896,39,97,53,44
111896,40,611,224,387
111896,41,3579,1235,2344
111896,42,3579,1235,2344
111896,43,3096,1071,2025
111896,44,369,159,210
111896,45,2727,912,1815
111896,51,483,164,319
111896,59,718,209,509
111896,60,2009,703,1306
111920,1,13142,6108,7034
111920,2,13142,6108,7034
111920,3,12082,5654,6428
111920,4,1961,1072,889
111920,5,10121,4582,5539
111920,11,1060,454,606
111920,19,1323,607,716
111920,20,8798,3975,4823
111920,21,3939,1920,2019
111920,22,3939,1920,2019
111920,23,3889,1897,1992
111920,24,823,450,373
111920,25,3066,1447,1619
111920,31,50,23,27
111920,39,236,100,136
111920,40,2830,1347,1483
111920,41,9203,4188,5015
111920,42,9203,4188,5015
111920,43,8193,3757,4436
111920,44,1138,622,516
111920,45,7055,3135,3920
111920,51,1010,431,579
111920,59,1087,507,580
111920,60,5968,2628,3340
111939,1,19211,8135,11076
111939,2,19211,8135,11076
111939,3,17217,7233,9984
111939,4,3656,1686,1970
111939,5,13561,5547,8014
111939,11,1994,902,1092
111939,19,1252,520,732
111939,20,12309,5027,7282
111939,21,5664,2483,3181
111939,22,5664,2483,3181
111939,23,5534,2428,3106
111939,24,1247,564,683
111939,25,4287,1864,2423
111939,31,130,55,75
111939,39,316,133,183
111939,40,3971,1731,2240
111939,41,13547,5652,7895
111939,42,13547,5652,7895
111939,43,11683,4805,6878
111939,44,2409,1122,1287
111939,45,9274,3683,5591
111939,51,1864,847,1017
111939,59,936,387,549
111939,60,8338,3296,5042
111948,1,7892,3269,4623
111948,2,6005,2473,3532
111948,3,5940,2442,3498
111948,4,1289,484,805
111948,5,4651,1958,2693
111948,11,65,31,34
111948,12,1887,796,1091
111948,19,394,164,230
111948,20,4257,1794,2463
111948,21,7071,2906,4165
111948,22,5753,2331,3422
111948,23,5733,2321,3412
111948,24,1284,480,804
111948,25,4449,1841,2608
111948,31,20,10,10
111948,32,1318,575,743
111948,39,382,158,224
111948,40,4067,1683,2384
111948,41,821,363,458
111948,42,252,142,110
111948,43,207,121,86
111948,44,5,4,1
111948,45,202,117,85
111948,51,45,21,24
111948,52,569,221,348
111948,59,12,6,6
111948,60,190,111,79
111966,1,515,167,348
111966,2,85,42,43
111966,3,83,41,42
111966,4,5,0,5
111966,5,78,41,37
111966,11,2,1,1
111966,12,430,125,305
111966,19,28,17,11
111966,20,50,24,26
111966,21,390,118,272
111966,22,41,20,21
111966,23,41,20,21
111966,24,4,0,4
111966,25,37,20,17
111966,32,349,98,251
111966,39,24,17,7
111966,40,13,3,10
111966,41,125,49,76
111966,42,44,22,22
111966,43,42,21,21
111966,44,1,0,1
111966,45,41,21,20
111966,51,2,1,1
111966,52,81,27,54
111966,59,4,0,4
111966,60,37,21,16
112075,1,4046,1730,2316
112075,2,1944,735,1209
112075,3,1916,723,1193
112075,4,373,137,236
112075,5,1543,586,957
112075,11,28,12,16
112075,12,2102,995,1107
112075,19,224,108,116
112075,20,1319,478,841
112075,21,3345,1361,1984
112075,22,1746,672,1074
112075,23,1742,672,1070
112075,24,373,137,236
112075,25,1369,535,834
112075,31,4,0,4
112075,32,1599,689,910
112075,39,220,106,114
112075,40,1149,429,720
112075,41,701,369,332
112075,42,198,63,135
112075,43,174,51,123
112075,45,174,51,123
112075,51,24,12,12
112075,52,503,306,197
112075,59,4,2,2
112075,60,170,49,121
112084,1,914,429,485
112084,2,892,422,470
112084,3,889,420,469
112084,4,125,53,72
112084,5,764,367,397
112084,11,3,2,1
112084,12,22,7,15
112084,19,155,61,94
112084,20,609,306,303
112084,21,817,385,432
112084,22,795,378,417
112084,23,795,378,417
112084,24,125,53,72
112084,25,670,325,345
112084,32,22,7,15
112084,39,131,50,81
112084,40,539,275,264
112084,41,97,44,53
112084,42,97,44,53
112084,43,94,42,52
112084,45,94,42,52
112084,51,3,2,1
112084,59,24,11,13
112084,60,70,31,39
112127,1,79,32,47
112127,12,79,32,47
112127,21,45,16,29
112127,32,45,16,29
112127,41,34,16,18
112127,52,34,16,18
112172,1,12920,6026,6894
112172,2,12920,6026,6894
112172,3,11494,5300,6194
112172,4,2312,1128,1184
112172,5,9182,4172,5010
112172,11,1426,726,700
112172,19,938,414,524
112172,20,8244,3758,4486
112172,21,4931,2328,2603
112172,22,4931,2328,2603
112172,23,4764,2233,2531
112172,24,1217,582,635
112172,25,3547,1651,1896
112172,31,167,95,72
112172,39,343,147,196
112172,40,3204,1504,1700
112172,41,7989,3698,4291
112172,42,7989,3698,4291
112172,43,6730,3067,3663
112172,44,1095,546,549
112172,45,5635,2521,3114
112172,51,1259,631,628
112172,59,595,267,328
112172,60,5040,2254,2786
112181,1,96,4,92
112181,2,96,4,92
112181,3,96,4,92
112181,4,28,0,28
112181,5,68,4,64
112181,20,68,4,64
112181,21,89,3,86
112181,22,89,3,86
112181,23,89,3,86
112181,24,28,0,28
112181,25,61,3,58
112181,40,61,3,58
112181,41,7,1,6
112181,42,7,1,6
112181,43,7,1,6
112181,45,7,1,6
112181,60,7,1,6
112190,1,26706,12917,13789
112190,2,26706,12917,13789
112190,3,24662,11917,12745
112190,4,3505,1759,1746
112190,5,21157,10158,10999
112190,11,2044,1000,1044
112190,19,1743,833,910
112190,20,19414,9325,10089
112190,21,9198,4703,4495
112190,22,9198,4703,4495
112190,23,9086,4636,4450
112190,24,1572,786,786
112190,25,7514,3850,3664
112190,31,112,67,45
112190,39,469,246,223
112190,40,7045,3604,3441
112190,41,17508,8214,9294
112190,42,17508,8214,9294
112190,43,15576,7281,8295
112190,44,1933,973,960
112190,45,13643,6308,7335
112190,51,1932,933,999
112190,59,1274,587,687
112190,60,12369,5721,6648
112251,1,2204,1036,1168
112251,12,2204,1036,1168
112251,21,1532,720,812
112251,32,1532,720,812
112251,41,672,316,356
112251,52,672,316,356
112260,1,1328,686,642
112260,2,1316,678,638
112260,3,1311,676,635
112260,4,337,165,172
112260,5,974,511,463
112260,11,5,2,3
112260,12,12,8,4
112260,19,18,9,9
112260,20,956,502,454
112260,21,1324,685,639
112260,22,1312,677,635
112260,23,1307,675,632
112260,24,337,165,172
112260,25,970,510,460
112260,31,5,2,3
112260,32,12,8,4
112260,39,18,9,9
112260,40,952,501,451
112260,41,4,1,3
112260,42,4,1,3
112260,43,4,1,3
112260,45,4,1,3
112260,60,4,1,3
112288,1,354,44,310
112288,2,354,44,310
112288,3,354,44,310
112288,4,126,17,109
112288,5,228,27,201
112288,20,228,27,201
112288,21,354,44,310
112288,22,354,44,310
112288,23,354,44,310
112288,24,126,17,109
112288,25,228,27,201
112288,40,228,27,201
112367,1,608,53,555
112367,2,608,53,555
112367,3,608,53,555
112367,4,446,40,406
112367,5,162,13,149
112367,20,162,13,149
112367,21,366,29,337
112367,22,366,29,337
112367,23,366,29,337
112367,24,251,21,230
112367,25,115,8,107
112367,40,115,8,107
112367,41,242,24,218
112367,42,242,24,218
112367,43,242,24,218
112367,44,195,19,176
112367,45,47,5,42
112367,60,47,5,42
112385,1,10378,5709,4669
112385,2,10378,5709,4669
112385,3,8999,4951,4048
112385,4,1279,883,396
112385,5,7720,4068,3652
112385,11,1379,758,621
112385,19,2177,1097,1080
112385,20,5543,2971,2572
112385,21,1476,716,760
112385,22,1476,716,760
112385,23,1381,669,712
112385,24,182,86,96
112385,25,1199,583,616
112385,31,95,47,48
112385,39,218,89,129
112385,40,981,494,487
112385,41,8902,4993,3909
112385,42,8902,4993,3909
112385,43,7618,4282,3336
112385,44,1097,797,300
112385,45,6521,3485,3036
112385,51,1284,711,573
112385,59,1959,1008,951
112385,60,4562,2477,2085
112394,1,472,354,118
112394,2,462,349,113
112394,3,457,346,111
112394,4,103,69,34
112394,5,354,277,77
112394,11,5,3,2
112394,12,10,5,5
112394,19,43,36,7
112394,20,311,241,70
112394,21,322,229,93
112394,22,315,225,90
112394,23,314,224,90
112394,24,73,44,29
112394,25,241,180,61
112394,31,1,1,0
112394,32,7,4,3
112394,39,31,25,6
112394,40,210,155,55
112394,41,150,125,25
112394,42,147,124,23
112394,43,143,122,21
112394,44,30,25,5
112394,45,113,97,16
112394,51,4,2,2
112394,52,3,1,2
112394,59,12,11,1
112394,60,101,86,15
112446,1,833,688,145
112446,2,532,489,43
112446,3,532,489,43
112446,4,65,54,11
112446,5,467,435,32
112446,12,301,199,102
112446,19,3,3,0
112446,20,464,432,32
112446,21,734,596,138
112446,22,433,397,36
112446,23,433,397,36
112446,24,65,54,11
112446,25,368,343,25
112446,32,301,199,102
112446,39,3,3,0
112446,40,365,340,25
112446,41,99,92,7
112446,42,99,92,7
112446,43,99,92,7
112446,45,99,92,7
112446,60,99,92,7
112455,1,40,3,37
112455,2,40,3,37
112455,3,40,3,37
112455,4,10,0,10
112455,5,30,3,27
112455,20,30,3,27
112455,21,40,3,37
112455,22,40,3,37
112455,23,40,3,37
112455,24,10,0,10
112455,25,30,3,27
112455,40,30,3,27
112525,1,3748,1440,2308
112525,12,3748,1440,2308
112525,21,3684,1424,2260
112525,32,3684,1424,2260
112525,41,64,16,48
112525,52,64,16,48
112561,1,2626,1153,1473
112561,2,2626,1153,1473
112561,3,2425,1055,1370
112561,4,592,269,323
112561,5,1833,786,1047
112561,11,201,98,103
112561,19,227,97,130
112561,20,1606,689,917
112561,21,843,406,437
112561,22,843,406,437
112561,23,834,401,433
112561,24,298,152,146
112561,25,536,249,287
112561,31,9,5,4
112561,39,47,21,26
112561,40,489,228,261
112561,41,1783,747,1036
112561,42,1783,747,1036
112561,43,1591,654,937
112561,44,294,117,177
112561,45,1297,537,760
112561,51,192,93,99
112561,59,180,76,104
112561,60,1117,461,656
112570,1,314,210,104
112570,2,314,210,104
112570,3,314,210,104
112570,4,44,30,14
112570,5,270,180,90
112570,19,26,19,7
112570,20,244,161,83
112570,21,285,190,95
112570,22,285,190,95
112570,23,285,190,95
112570,24,44,30,14
112570,25,241,160,81
112570,39,25,18,7
112570,40,216,142,74
112570,41,29,20,9
112570,42,29,20,9
112570,43,29,20,9
112570,45,29,20,9
112570,59,1,1,0
112570,60,28,19,9
112686,1,7693,2762,4931
112686,2,7693,2762,4931
112686,3,6846,2449,4397
112686,4,943,433,510
112686,5,5903,2016,3887
112686,11,847,313,534
112686,19,1204,447,757
112686,20,4699,1569,3130
112686,21,1896,748,1148
112686,22,1896,748,1148
112686,23,1858,733,1125
112686,24,412,194,218
112686,25,1446,539,907
112686,31,38,15,23
112686,39,220,92,128
112686,40,1226,447,779
112686,41,5797,2014,3783
112686,42,5797,2014,3783
112686,43,4988,1716,3272
112686,44,531,239,292
112686,45,4457,1477,2980
112686,51,809,298,511
112686,59,984,355,629
112686,60,3473,1122,2351
112783,1,268,120,148
112783,2,268,120,148
112783,3,268,120,148
112783,4,73,32,41
112783,5,195,88,107
112783,20,195,88,107
112783,21,266,119,147
112783,22,266,119,147
112783,23,266,119,147
112783,24,72,32,40
112783,25,194,87,107
112783,40,194,87,107
112783,41,2,1,1
112783,42,2,1,1
112783,43,2,1,1
112783,44,1,0,1
112783,45,1,1,0
112783,60,1,1,0
112826,1,6865,2853,4012
112826,2,6865,2853,4012
112826,3,5468,2278,3190
112826,4,683,350,333
112826,5,4785,1928,2857
112826,11,1397,575,822
112826,19,512,236,276
112826,20,4273,1692,2581
112826,21,2153,990,1163
112826,22,2153,990,1163
112826,23,1980,902,1078
112826,24,313,162,151
112826,25,1667,740,927
112826,31,173,88,85
112826,39,122,67,55
112826,40,1545,673,872
112826,41,4712,1863,2849
112826,42,4712,1863,2849
112826,43,3488,1376,2112
112826,44,370,188,182
112826,45,3118,1188,1930
112826,51,1224,487,737
112826,59,390,169,221
112826,60,2728,1019,1709
113096,1,13949,6173,7776
113096,2,13949,6173,7776
113096,3,12852,5707,7145
113096,4,2171,1074,1097
113096,5,10681,4633,6048
101143,23,1282,757,525
101143,24,340,190,150
101143,25,942,567,375
101143,31,36,14,22
101143,39,205,109,96
101143,40,737,458,279
101143,41,1015,565,450
101143,42,1015,565,450
101143,43,702,354,348
101143,44,74,44,30
101143,45,628,310,318
101143,51,313,211,102
101143,59,124,63,61
101143,60,504,247,257
101161,1,4362,1593,2769
101161,2,4362,1593,2769
101161,3,4182,1534,2648
101161,4,1288,518,770
101161,5,2894,1016,1878
101161,11,180,59,121
101161,19,498,177,321
101161,20,2396,839,1557
101161,21,2573,992,1581
101161,22,2573,992,1581
101161,23,2565,987,1578
101161,24,1078,426,652
101161,25,1487,561,926
101161,31,8,5,3
101161,39,292,111,181
101161,40,1195,450,745
101161,41,1789,601,1188
101161,42,1789,601,1188
101161,43,1617,547,1070
101161,44,210,92,118
101161,45,1407,455,952
101161,51,172,54,118
101161,59,206,66,140
101161,60,1201,389,812
101189,1,3193,1203,1990
101189,2,2617,962,1655
101189,3,2358,844,1514
101189,4,298,156,142
101189,5,2060,688,1372
101189,11,259,118,141
101189,12,576,241,335
101189,19,460,148,312
101189,20,1600,540,1060
101189,21,2321,925,1396
101189,22,1803,713,1090
101189,23,1803,713,1090
101189,24,287,152,135
101189,25,1516,561,955
101189,32,518,212,306
101189,39,303,107,196
101189,40,1213,454,759
101189,41,872,278,594
101189,42,814,249,565
101189,43,555,131,424
101189,44,11,4,7
101189,45,544,127,417
101189,51,259,118,141
101189,52,58,29,29
101189,59,157,41,116
101189,60,387,86,301
101240,1,5797,2364,3433
101240,2,5797,2364,3433
101240,3,5480,2223,3257
101240,4,1388,641,747
101240,5,4092,1582,2510
101240,11,317,141,176
101240,19,381,151,230
101240,20,3711,1431,2280
101240,21,3185,1480,1705
101240,22,3185,1480,1705
101240,23,3099,1428,1671
101240,24,1143,541,602
101240,25,1956,887,1069
101240,31,86,52,34
101240,39,209,93,116
101240,40,1747,794,953
101240,41,2612,884,1728
101240,42,2612,884,1728
101240,43,2381,795,1586
101240,44,245,100,145
101240,45,2136,695,1441
101240,51,231,89,142
101240,59,172,58,114
101240,60,1964,637,1327
101277,1,89,1,88
101277,2,89,1,88
101277,3,89,1,88
101277,4,32,0,32
101277,5,57,1,56
101277,20,57,1,56
101277,21,89,1,88
101277,22,89,1,88
101277,23,89,1,88
101277,24,32,0,32
101277,25,57,1,56
101277,40,57,1,56
101286,1,4686,1590,3096
101286,2,4686,1590,3096
101286,3,4293,1456,2837
101286,4,1044,450,594
101286,5,3249,1006,2243
101286,11,393,134,259
101286,19,352,131,221
101286,20,2897,875,2022
101286,21,2294,884,1410
101286,22,2294,884,1410
101286,23,2286,878,1408
101286,24,840,362,478
101286,25,1446,516,930
